Month,ShortCat,Value
2018 May,Furniture & Lighting,95.9
2018 May,Furniture & Lighting,143.7
2018 May,Pharmacy & Cosmetics,105.7
2018 May,Clothing & Footwear,108.0
2018 May,Electrical Goods,104.5
2018 May,Bars,110.6
2018 May,Furniture & Lighting,124.8
2018 May,Electrical Goods,138.2
2018 May,Automotive Fuel,110.3
2018 May,Pharmacy & Cosmetics,112.1
2018 May,Department Stores,97.9
2018 May,Clothing & Footwear,112.6
2018 May,Hardware & DIY,121.4
2018 May,Bars,108.0
2018 May,Electrical Goods,102.7
2018 May,Hardware & DIY,129.3
2018 May,Automotive Fuel,107.1
2018 May,Department Stores,109.8
2018 May,Food Stores,114.5
2018 May,Bars,106.5
2018 May,Department Stores,93.2
2018 May,Automotive Fuel,110.6
2018 May,Hardware & DIY,146.1
2018 May,Furniture & Lighting,126.6
2018 May,Motor Trades,119.4
2018 June,Food Stores,113.3
2018 June,Department Stores,99.0
2018 June,Automotive Fuel,109.3
2018 June,Hardware & DIY,122.4
2018 June,Furniture & Lighting,116.8
2018 June,Bars,109.2
2018 June,Electrical Goods,108.8
2018 June,Clothing & Footwear,107.6
2018 June,Pharmacy & Cosmetics,106.7
2018 June,Motor Trades,117.6
2018 June,Electrical Goods,95.0
2018 June,Food Stores,118.8
2018 June,Furniture & Lighting,136.6
2018 June,Hardware & DIY,130.7
2018 June,Automotive Fuel,103.6
2018 June,Department Stores,111.4
2018 June,Motor Trades,123.7
2018 June,Motor Trades,86.4
2018 June,Pharmacy & Cosmetics,114.0
2018 June,Food Stores,116.8
2018 June,Automotive Fuel,103.6
2018 June,Hardware & DIY,144.9
2018 June,Furniture & Lighting,134.6
2018 June,Bars,109.4
2018 June,Electrical Goods,117.8
2018 June,Clothing & Footwear,118.1
2018 June,Department Stores,106.6
2018 June,Electrical Goods,146.7
2018 June,Bars,105.8
2018 June,Pharmacy & Cosmetics,117.5
2018 June,Pharmacy & Cosmetics,103.7
2018 June,Motor Trades,83.2
2018 June,Food Stores,111.4
2018 June,Clothing & Footwear,109.3
2018 June,Department Stores,96.6
2018 June,Automotive Fuel,115.0
2018 June,Clothing & Footwear,116.5
2018 June,Hardware & DIY,135.3
2018 June,Furniture & Lighting,121.0
2018 June,Bars,110.3
2018 July,Electrical Goods,111.8
2018 July,Clothing & Footwear,106.1
2018 July,Bars,119.5
2018 July,Clothing & Footwear,108.9
2018 July,Automotive Fuel,113.1
2018 July,Electrical Goods,94.4
2018 July,Pharmacy & Cosmetics,101.6
2018 July,Pharmacy & Cosmetics,116.7
2018 July,Department Stores,112.6
2018 July,Electrical Goods,153.1
2018 July,Automotive Fuel,106.5
2018 July,Bars,107.5
2018 July,Furniture & Lighting,143.1
2018 July,Pharmacy & Cosmetics,106.2
2018 July,Bars,111.2
2018 July,Hardware & DIY,127.8
2018 July,Clothing & Footwear,114.9
2018 July,Furniture & Lighting,121.6
2018 July,Clothing & Footwear,123.4
2018 July,Automotive Fuel,113.1
2018 July,Electrical Goods,132.8
2018 July,Bars,108.4
2018 July,Furniture & Lighting,140.6
2018 July,Hardware & DIY,132.9
2018 July,Automotive Fuel,107.1
2018 July,Hardware & DIY,119.6
2018 July,Department Stores,106.9
2018 July,Food Stores,112.0
2018 July,Motor Trades,177.9
2018 July,Hardware & DIY,124.8
2018 July,Motor Trades,127.8
2018 July,Food Stores,113.8
2018 July,Motor Trades,176.5
2018 July,Department Stores,99.9
2018 July,Food Stores,109.3
2018 July,Motor Trades,124.3
2018 July,Pharmacy & Cosmetics,111.5
2018 July,Department Stores,92.1
2018 July,Food Stores,108.5
2018 July,Furniture & Lighting,90.2
2018 August,Motor Trades,100.3
2018 August,Food Stores,105.5
2018 August,Department Stores,91.6
2018 August,Automotive Fuel,105.5
2018 August,Hardware & DIY,118.0
2018 August,Furniture & Lighting,123.2
2018 August,Clothing & Footwear,107.9
2018 August,Electrical Goods,99.3
2018 August,Pharmacy & Cosmetics,103.7
2018 August,Pharmacy & Cosmetics,118.2
2018 August,Clothing & Footwear,114.9
2018 August,Electrical Goods,145.1
2018 August,Furniture & Lighting,145.5
2018 August,Hardware & DIY,127.1
2018 August,Automotive Fuel,104.1
2018 August,Department Stores,109.8
2018 August,Food Stores,115.4
2018 August,Motor Trades,115.8
2018 August,Bars,127.0
2018 August,Bars,104.0
2018 August,Bars,109.1
2018 August,Clothing & Footwear,106.1
2018 August,Motor Trades,109.2
2018 August,Pharmacy & Cosmetics,106.9
2018 August,Electrical Goods,104.3
2018 August,Furniture & Lighting,123.8
2018 August,Hardware & DIY,119.0
2018 August,Automotive Fuel,110.1
2018 August,Food Stores,110.2
2018 August,Pharmacy & Cosmetics,112.4
2018 August,Department Stores,97.3
2018 August,Electrical Goods,124.5
2018 August,Bars,116.0
2018 August,Furniture & Lighting,153.9
2018 August,Hardware & DIY,124.7
2018 August,Automotive Fuel,98.3
2018 August,Department Stores,103.5
2018 August,Food Stores,111.7
2018 August,Motor Trades,102.5
2018 August,Clothing & Footwear,125.3
2018 September,Automotive Fuel,113.1
2018 September,Pharmacy & Cosmetics,105.6
2018 September,Motor Trades,88.3
2018 September,Food Stores,107.1
2018 September,Department Stores,82.6
2018 September,Hardware & DIY,114.6
2018 September,Bars,110.4
2018 September,Bars,122.2
2018 September,Electrical Goods,117.2
2018 September,Clothing & Footwear,98.7
2018 September,Pharmacy & Cosmetics,98.2
2018 September,Motor Trades,111.6
2018 September,Pharmacy & Cosmetics,116.4
2018 September,Food Stores,111.2
2018 September,Furniture & Lighting,126.3
2018 September,Department Stores,95.9
2018 September,Clothing & Footwear,108.9
2018 September,Hardware & DIY,121.4
2018 September,Motor Trades,97.1
2018 September,Food Stores,112.4
2018 September,Department Stores,92.3
2018 September,Automotive Fuel,104.8
2018 September,Hardware & DIY,126.5
2018 September,Furniture & Lighting,141.6
2018 September,Bars,107.7
2018 September,Electrical Goods,161.5
2018 September,Clothing & Footwear,106.9
2018 September,Pharmacy & Cosmetics,110.6
2018 September,Automotive Fuel,111.5
2018 September,Clothing & Footwear,117.4
2018 September,Bars,104.5
2018 September,Furniture & Lighting,144.4
2018 September,Hardware & DIY,130.0
2018 September,Automotive Fuel,103.2
2018 September,Department Stores,108.1
2018 September,Food Stores,116.3
2018 September,Motor Trades,115.8
2018 September,Electrical Goods,111.7
2018 September,Furniture & Lighting,122.5
2018 September,Electrical Goods,156.1
2018 October,Hardware & DIY,132.0
2018 October,Automotive Fuel,107.2
2018 October,Electrical Goods,105.7
2018 October,Food Stores,116.9
2018 October,Furniture & Lighting,154.4
2018 October,Department Stores,110.7
2018 October,Bars,96.3
2018 October,Food Stores,112.1
2018 October,Clothing & Footwear,118.1
2018 October,Motor Trades,87.6
2018 October,Food Stores,116.2
2018 October,Department Stores,100.1
2018 October,Automotive Fuel,105.9
2018 October,Hardware & DIY,125.8
2018 October,Furniture & Lighting,162.7
2018 October,Bars,97.6
2018 October,Pharmacy & Cosmetics,107.5
2018 October,Clothing & Footwear,108.1
2018 October,Electrical Goods,110.9
2018 October,Bars,102.1
2018 October,Furniture & Lighting,130.3
2018 October,Hardware & DIY,121.9
2018 October,Automotive Fuel,116.5
2018 October,Department Stores,97.9
2018 October,Food Stores,111.9
2018 October,Motor Trades,114.0
2018 October,Pharmacy & Cosmetics,118.7
2018 October,Pharmacy & Cosmetics,124.6
2018 October,Clothing & Footwear,107.0
2018 October,Electrical Goods,144.8
2018 October,Pharmacy & Cosmetics,109.8
2018 October,Electrical Goods,156.5
2018 October,Clothing & Footwear,100.5
2018 October,Bars,108.0
2018 October,Furniture & Lighting,114.4
2018 October,Hardware & DIY,114.2
2018 October,Automotive Fuel,116.3
2018 October,Department Stores,90.3
2018 October,Motor Trades,71.1
2018 October,Motor Trades,118.5
2018 November,Motor Trades,121.6
2018 November,Food Stores,116.9
2018 November,Electrical Goods,109.9
2018 November,Clothing & Footwear,123.6
2018 November,Electrical Goods,243.3
2018 November,Bars,96.2
2018 November,Furniture & Lighting,183.6
2018 November,Hardware & DIY,127.9
2018 November,Automotive Fuel,105.4
2018 November,Department Stores,148.3
2018 November,Food Stores,118.8
2018 November,Motor Trades,83.4
2018 November,Department Stores,112.6
2018 November,Pharmacy & Cosmetics,120.0
2018 November,Automotive Fuel,104.6
2018 November,Pharmacy & Cosmetics,116.2
2018 November,Furniture & Lighting,156.1
2018 November,Clothing & Footwear,120.4
2018 November,Electrical Goods,159.8
2018 November,Bars,111.1
2018 November,Furniture & Lighting,145.7
2018 November,Hardware & DIY,112.9
2018 November,Automotive Fuel,115.9
2018 November,Department Stores,132.3
2018 November,Pharmacy & Cosmetics,108.5
2018 November,Food Stores,116.5
2018 November,Motor Trades,117.0
2018 November,Food Stores,111.9
2018 November,Automotive Fuel,112.1
2018 November,Hardware & DIY,116.1
2018 November,Furniture & Lighting,130.2
2018 November,Pharmacy & Cosmetics,105.0
2018 November,Clothing & Footwear,106.3
2018 November,Motor Trades,57.7
2018 November,Hardware & DIY,126.1
2018 November,Department Stores,98.9
2018 November,Bars,104.6
2018 November,Electrical Goods,157.7
2018 November,Bars,111.3
2018 November,Clothing & Footwear,115.3
2018 December,Motor Trades,55.9
2018 December,Pharmacy & Cosmetics,165.5
2018 December,Clothing & Footwear,183.9
2018 December,Electrical Goods,277.9
2018 December,Bars,125.8
2018 December,Furniture & Lighting,158.0
2018 December,Hardware & DIY,132.9
2018 December,Automotive Fuel,104.1
2018 December,Department Stores,203.7
2018 December,Food Stores,134.4
2018 December,Department Stores,186.2
2018 December,Food Stores,131.4
2018 December,Motor Trades,34.6
2018 December,Food Stores,117.6
2018 December,Department Stores,106.4
2018 December,Automotive Fuel,105.6
2018 December,Pharmacy & Cosmetics,119.7
2018 December,Clothing & Footwear,115.3
2018 December,Electrical Goods,155.4
2018 December,Bars,102.4
2018 December,Motor Trades,115.4
2018 December,Furniture & Lighting,151.4
2018 December,Hardware & DIY,128.0
2018 December,Furniture & Lighting,160.2
2018 December,Pharmacy & Cosmetics,107.0
2018 December,Bars,108.5
2018 December,Furniture & Lighting,129.2
2018 December,Pharmacy & Cosmetics,170.6
2018 December,Clothing & Footwear,174.9
2018 December,Electrical Goods,189.8
2018 December,Bars,133.9
2018 December,Electrical Goods,109.3
2018 December,Hardware & DIY,114.9
2018 December,Automotive Fuel,103.2
2018 December,Hardware & DIY,117.6
2018 December,Automotive Fuel,112.5
2018 December,Department Stores,93.5
2018 December,Food Stores,112.1
2018 December,Motor Trades,110.9
2018 December,Clothing & Footwear,106.5
2019 January,Electrical Goods,109.1
2019 January,Food Stores,111.5
2019 January,Furniture & Lighting,130.5
2019 January,Department Stores,93.4
2019 January,Automotive Fuel,110.5
2019 January,Hardware & DIY,122.6
2019 January,Pharmacy & Cosmetics,108.3
2019 January,Clothing & Footwear,106.1
2019 January,Motor Trades,109.4
2019 January,Bars,108.2
2019 January,Furniture & Lighting,156.2
2019 January,Food Stores,116.8
2019 January,Bars,102.4
2019 January,Electrical Goods,156.9
2019 January,Clothing & Footwear,116.0
2019 January,Pharmacy & Cosmetics,120.8
2019 January,Pharmacy & Cosmetics,96.3
2019 January,Clothing & Footwear,82.3
2019 January,Electrical Goods,104.7
2019 January,Bars,76.1
2019 January,Furniture & Lighting,153.1
2019 January,Hardware & DIY,99.3
2019 January,Automotive Fuel,105.7
2019 January,Department Stores,72.3
2019 January,Motor Trades,114.6
2019 January,Food Stores,101.0
2019 January,Pharmacy & Cosmetics,114.9
2019 January,Clothing & Footwear,97.0
2019 January,Electrical Goods,174.5
2019 January,Bars,82.3
2019 January,Furniture & Lighting,158.9
2019 January,Hardware & DIY,109.6
2019 January,Automotive Fuel,102.1
2019 January,Department Stores,89.6
2019 January,Food Stores,108.7
2019 January,Automotive Fuel,107.3
2019 January,Hardware & DIY,132.9
2019 January,Department Stores,107.1
2019 January,Motor Trades,201.8
2019 January,Motor Trades,181.0
2019 February,Automotive Fuel,110.6
2019 February,Clothing & Footwear,94.3
2019 February,Automotive Fuel,111.6
2019 February,Hardware & DIY,112.4
2019 February,Furniture & Lighting,174.5
2019 February,Bars,91.3
2019 February,Electrical Goods,83.9
2019 February,Clothing & Footwear,87.2
2019 February,Pharmacy & Cosmetics,96.0
2019 February,Bars,102.7
2019 February,Pharmacy & Cosmetics,114.5
2019 February,Clothing & Footwear,120.0
2019 February,Motor Trades,120.5
2019 February,Food Stores,119.2
2019 February,Department Stores,110.6
2019 February,Automotive Fuel,106.7
2019 February,Hardware & DIY,137.0
2019 February,Furniture & Lighting,158.6
2019 February,Pharmacy & Cosmetics,123.0
2019 February,Food Stores,112.5
2019 February,Department Stores,73.2
2019 February,Pharmacy & Cosmetics,109.4
2019 February,Electrical Goods,126.7
2019 February,Bars,91.9
2019 February,Furniture & Lighting,156.2
2019 February,Hardware & DIY,122.3
2019 February,Automotive Fuel,111.6
2019 February,Department Stores,88.2
2019 February,Food Stores,126.8
2019 February,Motor Trades,178.7
2019 February,Motor Trades,174.6
2019 February,Electrical Goods,159.4
2019 February,Motor Trades,116.7
2019 February,Food Stores,115.2
2019 February,Department Stores,95.8
2019 February,Hardware & DIY,126.1
2019 February,Furniture & Lighting,132.9
2019 February,Bars,109.6
2019 February,Electrical Goods,109.9
2019 February,Clothing & Footwear,109.9
2019 March,Food Stores,118.7
2019 March,Motor Trades,118.8
2019 March,Clothing & Footwear,118.2
2019 March,Furniture & Lighting,160.3
2019 March,Bars,104.4
2019 March,Electrical Goods,162.6
2019 March,Pharmacy & Cosmetics,117.6
2019 March,Clothing & Footwear,109.1
2019 March,Electrical Goods,110.1
2019 March,Bars,111.1
2019 March,Furniture & Lighting,131.7
2019 March,Hardware & DIY,118.0
2019 March,Automotive Fuel,108.6
2019 March,Department Stores,93.3
2019 March,Food Stores,113.0
2019 March,Motor Trades,115.7
2019 March,Hardware & DIY,124.3
2019 March,Pharmacy & Cosmetics,106.8
2019 March,Automotive Fuel,105.6
2019 March,Automotive Fuel,104.3
2019 March,Department Stores,107.0
2019 March,Motor Trades,138.4
2019 March,Food Stores,115.1
2019 March,Department Stores,91.0
2019 March,Hardware & DIY,124.6
2019 March,Furniture & Lighting,144.0
2019 March,Electrical Goods,130.7
2019 March,Clothing & Footwear,97.3
2019 March,Pharmacy & Cosmetics,109.6
2019 March,Bars,102.1
2019 March,Clothing & Footwear,91.8
2019 March,Bars,100.9
2019 March,Furniture & Lighting,112.7
2019 March,Hardware & DIY,113.0
2019 March,Automotive Fuel,107.1
2019 March,Department Stores,74.2
2019 March,Food Stores,109.4
2019 March,Pharmacy & Cosmetics,94.4
2019 March,Motor Trades,133.1
2019 March,Electrical Goods,89.7
2019 April,Food Stores,110.8
2019 April,Department Stores,102.8
2019 April,Automotive Fuel,113.3
2019 April,Hardware & DIY,125.8
2019 April,Furniture & Lighting,122.3
2019 April,Motor Trades,138.3
2019 April,Clothing & Footwear,105.5
2019 April,Pharmacy & Cosmetics,114.4
2019 April,Motor Trades,114.6
2019 April,Food Stores,116.8
2019 April,Department Stores,117.7
2019 April,Automotive Fuel,107.5
2019 April,Hardware & DIY,135.9
2019 April,Furniture & Lighting,147.6
2019 April,Bars,103.2
2019 April,Electrical Goods,170.0
2019 April,Clothing & Footwear,115.3
2019 April,Pharmacy & Cosmetics,128.8
2019 April,Bars,109.3
2019 April,Electrical Goods,115.1
2019 April,Motor Trades,110.3
2019 April,Food Stores,116.3
2019 April,Food Stores,115.8
2019 April,Hardware & DIY,136.4
2019 April,Furniture & Lighting,104.4
2019 April,Bars,98.0
2019 April,Electrical Goods,89.8
2019 April,Motor Trades,124.0
2019 April,Clothing & Footwear,99.9
2019 April,Department Stores,86.8
2019 April,Pharmacy & Cosmetics,121.2
2019 April,Electrical Goods,125.0
2019 April,Bars,98.1
2019 April,Furniture & Lighting,141.0
2019 April,Hardware & DIY,141.0
2019 April,Automotive Fuel,111.4
2019 April,Pharmacy & Cosmetics,105.1
2019 April,Department Stores,96.4
2019 April,Clothing & Footwear,110.1
2019 April,Automotive Fuel,115.8
2019 May,Department Stores,109.3
2019 May,Food Stores,117.5
2019 May,Pharmacy & Cosmetics,118.5
2019 May,Automotive Fuel,105.5
2019 May,Hardware & DIY,132.7
2019 May,Furniture & Lighting,160.1
2019 May,Bars,103.2
2019 May,Motor Trades,113.6
2019 May,Clothing & Footwear,112.4
2019 May,Furniture & Lighting,134.0
2019 May,Clothing & Footwear,105.4
2019 May,Electrical Goods,169.7
2019 May,Motor Trades,107.2
2019 May,Food Stores,116.6
2019 May,Department Stores,92.3
2019 May,Automotive Fuel,108.3
2019 May,Hardware & DIY,148.8
2019 May,Furniture & Lighting,138.5
2019 May,Pharmacy & Cosmetics,110.1
2019 May,Bars,103.8
2019 May,Motor Trades,109.8
2019 May,Food Stores,111.9
2019 May,Department Stores,94.6
2019 May,Automotive Fuel,113.1
2019 May,Hardware & DIY,122.8
2019 May,Bars,110.7
2019 May,Electrical Goods,113.8
2019 May,Electrical Goods,124.1
2019 May,Pharmacy & Cosmetics,125.5
2019 May,Clothing & Footwear,115.5
2019 May,Bars,109.3
2019 May,Electrical Goods,92.9
2019 May,Furniture & Lighting,100.1
2019 May,Hardware & DIY,155.3
2019 May,Automotive Fuel,118.8
2019 May,Department Stores,81.2
2019 May,Food Stores,112.2
2019 May,Clothing & Footwear,105.7
2019 May,Motor Trades,105.2
2019 May,Pharmacy & Cosmetics,103.5
2019 June,Department Stores,102.7
2019 June,Automotive Fuel,104.0
2019 June,Hardware & DIY,130.4
2019 June,Furniture & Lighting,164.9
2019 June,Bars,103.6
2019 June,Electrical Goods,181.4
2019 June,Motor Trades,115.5
2019 June,Clothing & Footwear,117.0
2019 June,Food Stores,118.3
2019 June,Pharmacy & Cosmetics,117.7
2019 June,Pharmacy & Cosmetics,122.0
2019 June,Motor Trades,111.6
2019 June,Food Stores,112.8
2019 June,Department Stores,88.8
2019 June,Automotive Fuel,109.7
2019 June,Hardware & DIY,120.8
2019 June,Furniture & Lighting,134.2
2019 June,Bars,109.2
2019 June,Electrical Goods,120.8
2019 June,Clothing & Footwear,116.9
2019 June,Clothing & Footwear,106.3
2019 June,Pharmacy & Cosmetics,108.0
2019 June,Furniture & Lighting,140.5
2019 June,Motor Trades,80.8
2019 June,Food Stores,110.4
2019 June,Department Stores,87.6
2019 June,Automotive Fuel,115.5
2019 June,Hardware & DIY,135.7
2019 June,Bars,111.1
2019 June,Food Stores,115.9
2019 June,Electrical Goods,102.1
2019 June,Pharmacy & Cosmetics,104.4
2019 June,Department Stores,99.3
2019 June,Automotive Fuel,103.7
2019 June,Hardware & DIY,147.2
2019 June,Furniture & Lighting,163.6
2019 June,Bars,107.0
2019 June,Electrical Goods,141.2
2019 June,Clothing & Footwear,106.8
2019 June,Motor Trades,82.9
2019 July,Food Stores,115.5
2019 July,Furniture & Lighting,157.8
2019 July,Department Stores,90.5
2019 July,Motor Trades,106.2
2019 July,Automotive Fuel,112.2
2019 July,Clothing & Footwear,106.8
2019 July,Furniture & Lighting,126.4
2019 July,Bars,106.3
2019 July,Electrical Goods,115.6
2019 July,Bars,101.1
2019 July,Pharmacy & Cosmetics,111.1
2019 July,Clothing & Footwear,118.0
2019 July,Motor Trades,108.8
2019 July,Food Stores,121.2
2019 July,Department Stores,105.5
2019 July,Electrical Goods,176.1
2019 July,Hardware & DIY,142.8
2019 July,Hardware & DIY,132.0
2019 July,Automotive Fuel,107.7
2019 July,Pharmacy & Cosmetics,119.8
2019 July,Department Stores,99.8
2019 July,Electrical Goods,97.1
2019 July,Bars,111.5
2019 July,Food Stores,119.1
2019 July,Motor Trades,149.2
2019 July,Furniture & Lighting,93.1
2019 July,Hardware & DIY,136.2
2019 July,Automotive Fuel,112.6
2019 July,Department Stores,83.3
2019 July,Food Stores,114.5
2019 July,Motor Trades,149.7
2019 July,Pharmacy & Cosmetics,125.4
2019 July,Clothing & Footwear,125.0
2019 July,Electrical Goods,151.9
2019 July,Bars,98.6
2019 July,Furniture & Lighting,152.1
2019 July,Hardware & DIY,147.2
2019 July,Automotive Fuel,108.5
2019 July,Pharmacy & Cosmetics,106.2
2019 July,Clothing & Footwear,108.5
2019 August,Electrical Goods,150.2
2019 August,Clothing & Footwear,130.0
2019 August,Bars,112.5
2019 August,Furniture & Lighting,167.1
2019 August,Hardware & DIY,129.6
2019 August,Automotive Fuel,96.2
2019 August,Department Stores,97.0
2019 August,Food Stores,117.0
2019 August,Motor Trades,99.5
2019 August,Pharmacy & Cosmetics,116.2
2019 August,Motor Trades,110.1
2019 August,Motor Trades,105.1
2019 August,Department Stores,99.9
2019 August,Clothing & Footwear,109.5
2019 August,Electrical Goods,108.3
2019 August,Bars,125.8
2019 August,Furniture & Lighting,126.9
2019 August,Hardware & DIY,120.6
2019 August,Food Stores,121.3
2019 August,Automotive Fuel,102.1
2019 August,Department Stores,83.2
2019 August,Food Stores,110.1
2019 August,Motor Trades,98.5
2019 August,Food Stores,115.4
2019 August,Department Stores,85.8
2019 August,Pharmacy & Cosmetics,105.2
2019 August,Hardware & DIY,122.8
2019 August,Automotive Fuel,106.7
2019 August,Bars,106.0
2019 August,Electrical Goods,114.3
2019 August,Clothing & Footwear,109.6
2019 August,Pharmacy & Cosmetics,108.4
2019 August,Automotive Fuel,102.1
2019 August,Hardware & DIY,133.5
2019 August,Furniture & Lighting,158.9
2019 August,Bars,98.9
2019 August,Electrical Goods,176.0
2019 August,Furniture & Lighting,127.3
2019 August,Clothing & Footwear,120.6
2019 August,Pharmacy & Cosmetics,122.9
2019 September,Bars,104.5
2019 September,Furniture & Lighting,158.0
2019 September,Motor Trades,100.0
2019 September,Food Stores,118.0
2019 September,Department Stores,88.7
2019 September,Hardware & DIY,130.9
2019 September,Electrical Goods,184.6
2019 September,Motor Trades,92.0
2019 September,Pharmacy & Cosmetics,101.6
2019 September,Department Stores,76.9
2019 September,Department Stores,88.6
2019 September,Food Stores,115.7
2019 September,Motor Trades,112.9
2019 September,Automotive Fuel,113.4
2019 September,Clothing & Footwear,106.4
2019 September,Hardware & DIY,121.2
2019 September,Furniture & Lighting,127.9
2019 September,Bars,108.1
2019 September,Electrical Goods,115.1
2019 September,Clothing & Footwear,106.9
2019 September,Pharmacy & Cosmetics,107.6
2019 September,Clothing & Footwear,95.9
2019 September,Electrical Goods,121.9
2019 September,Bars,120.8
2019 September,Furniture & Lighting,134.6
2019 September,Hardware & DIY,117.3
2019 September,Automotive Fuel,114.7
2019 September,Food Stores,111.7
2019 September,Pharmacy & Cosmetics,117.3
2019 September,Automotive Fuel,108.1
2019 September,Automotive Fuel,106.5
2019 September,Motor Trades,116.8
2019 September,Food Stores,121.8
2019 September,Department Stores,103.1
2019 September,Furniture & Lighting,158.5
2019 September,Bars,99.6
2019 September,Electrical Goods,176.2
2019 September,Clothing & Footwear,117.8
2019 September,Pharmacy & Cosmetics,121.4
2019 September,Hardware & DIY,131.6
2019 October,Motor Trades,119.5
2019 October,Pharmacy & Cosmetics,113.4
2019 October,Pharmacy & Cosmetics,109.4
2019 October,Clothing & Footwear,112.2
2019 October,Electrical Goods,114.7
2019 October,Bars,98.8
2019 October,Furniture & Lighting,128.8
2019 October,Hardware & DIY,126.4
2019 October,Automotive Fuel,111.5
2019 October,Department Stores,91.2
2019 October,Food Stores,115.4
2019 October,Motor Trades,116.2
2019 October,Pharmacy & Cosmetics,123.5
2019 October,Clothing & Footwear,126.1
2019 October,Electrical Goods,176.1
2019 October,Automotive Fuel,104.0
2019 October,Clothing & Footwear,102.3
2019 October,Bars,91.1
2019 October,Furniture & Lighting,160.4
2019 October,Hardware & DIY,138.5
2019 October,Automotive Fuel,105.2
2019 October,Department Stores,106.7
2019 October,Food Stores,121.4
2019 October,Electrical Goods,110.6
2019 October,Department Stores,96.1
2019 October,Furniture & Lighting,114.5
2019 October,Motor Trades,75.0
2019 October,Food Stores,115.4
2019 October,Department Stores,83.8
2019 October,Automotive Fuel,111.6
2019 October,Clothing & Footwear,111.9
2019 October,Electrical Goods,164.4
2019 October,Bars,94.5
2019 October,Furniture & Lighting,170.1
2019 October,Hardware & DIY,130.6
2019 October,Motor Trades,91.6
2019 October,Food Stores,120.7
2019 October,Pharmacy & Cosmetics,132.2
2019 October,Hardware & DIY,117.5
2019 October,Bars,106.5
2019 November,Food Stores,121.8
2019 November,Pharmacy & Cosmetics,119.7
2019 November,Clothing & Footwear,117.5
2019 November,Electrical Goods,151.3
2019 November,Furniture & Lighting,197.6
2019 November,Department Stores,121.1
2019 November,Automotive Fuel,111.5
2019 November,Hardware & DIY,120.7
2019 November,Furniture & Lighting,151.3
2019 November,Bars,109.8
2019 November,Electrical Goods,146.3
2019 November,Clothing & Footwear,123.1
2019 November,Automotive Fuel,103.9
2019 November,Department Stores,139.4
2019 November,Food Stores,124.2
2019 November,Motor Trades,85.1
2019 November,Pharmacy & Cosmetics,110.9
2019 November,Bars,93.4
2019 November,Bars,102.7
2019 November,Furniture & Lighting,168.6
2019 November,Hardware & DIY,135.5
2019 November,Automotive Fuel,104.2
2019 November,Department Stores,107.1
2019 November,Hardware & DIY,138.0
2019 November,Electrical Goods,240.4
2019 November,Motor Trades,123.6
2019 November,Pharmacy & Cosmetics,125.5
2019 November,Clothing & Footwear,128.5
2019 November,Motor Trades,59.6
2019 November,Clothing & Footwear,106.4
2019 November,Electrical Goods,97.2
2019 November,Bars,111.9
2019 November,Furniture & Lighting,135.8
2019 November,Pharmacy & Cosmetics,105.8
2019 November,Automotive Fuel,108.8
2019 November,Department Stores,91.5
2019 November,Food Stores,120.8
2019 November,Food Stores,115.8
2019 November,Motor Trades,120.5
2019 November,Hardware & DIY,123.8
2019 December,Department Stores,206.8
2019 December,Food Stores,138.6
2019 December,Department Stores,108.2
2019 December,Pharmacy & Cosmetics,125.2
2019 December,Bars,99.7
2019 December,Electrical Goods,191.1
2019 December,Furniture & Lighting,167.8
2019 December,Hardware & DIY,141.0
2019 December,Automotive Fuel,105.9
2019 December,Automotive Fuel,105.0
2019 December,Clothing & Footwear,122.7
2019 December,Hardware & DIY,146.0
2019 December,Pharmacy & Cosmetics,176.5
2019 December,Bars,123.3
2019 December,Electrical Goods,343.7
2019 December,Clothing & Footwear,192.0
2019 December,Pharmacy & Cosmetics,173.9
2019 December,Clothing & Footwear,179.7
2019 December,Electrical Goods,215.8
2019 December,Bars,133.4
2019 December,Furniture & Lighting,169.4
2019 December,Hardware & DIY,125.1
2019 December,Automotive Fuel,104.6
2019 December,Department Stores,184.0
2019 December,Food Stores,135.2
2019 December,Furniture & Lighting,174.7
2019 December,Food Stores,120.6
2019 December,Motor Trades,38.7
2019 December,Motor Trades,126.8
2019 December,Motor Trades,61.4
2019 December,Motor Trades,123.5
2019 December,Food Stores,114.9
2019 December,Department Stores,92.6
2019 December,Automotive Fuel,113.8
2019 December,Hardware & DIY,128.6
2019 December,Furniture & Lighting,137.7
2019 December,Bars,107.5
2019 December,Electrical Goods,124.0
2019 December,Clothing & Footwear,111.7
2019 December,Pharmacy & Cosmetics,109.9
2020 January,Furniture & Lighting,170.2
2020 January,Bars,79.2
2020 January,Electrical Goods,205.4
2020 January,Pharmacy & Cosmetics,111.1
2020 January,Hardware & DIY,110.5
2020 January,Automotive Fuel,108.6
2020 January,Department Stores,69.5
2020 January,Food Stores,106.4
2020 January,Motor Trades,218.7
2020 January,Hardware & DIY,99.2
2020 January,Furniture & Lighting,156.5
2020 January,Bars,74.0
2020 January,Electrical Goods,113.6
2020 January,Clothing & Footwear,81.6
2020 January,Pharmacy & Cosmetics,96.6
2020 January,Clothing & Footwear,96.1
2020 January,Pharmacy & Cosmetics,117.2
2020 January,Automotive Fuel,98.4
2020 January,Food Stores,114.6
2020 January,Clothing & Footwear,103.0
2020 January,Electrical Goods,118.7
2020 January,Bars,107.4
2020 January,Furniture & Lighting,134.1
